,lng,lat,date,customdate,time,crime,barangay,city,modus,time_bin,day,1_nearest_feature,1_nearest_feature_distance,2_nearest_feature,2_nearest_feature_distance,3_nearest_feature,3_nearest_feature_distance,4_nearest_feature,4_nearest_feature_distance,5_nearest_feature,5_nearest_feature_distance
399,125.79899999999999,7.43165,12/12/2017,"Tue - Dec 12, 2017",5:10:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Tuesday,Highway Residential,90,Highway,140,Gas Station,150,Highway Tertiary,170,Commercial Building,180
400,125.771,7.44326,12/12/2017,"Tue - Dec 12, 2017",19:30:00,ROBBERY,San Miguel (Camp 4),Tagum City,Breaking and Entering,19:00 - 19:59,Tuesday,Highway Residential,70,Highway Secondary,70,Tourist Attraction,100,Hotel,400,Gas Station,500
401,125.771,7.44175,13/12/2017,"Wed - Dec 13, 2017",18:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Akyat Bahay,18:00 - 18:59,Wednesday,Highway Residential,70,Tourist Attraction,100,Highway Secondary,110,Hotel,400,School,400
402,125.594,7.323410000000001,13/12/2017,"Wed - Dec 13, 2017",23:00:00,RAPE (Art. 266-A RC & R.A.8353),Sindaton,Panabo City,"Force, Threat and Intimidation",23:00 - 23:59,Wednesday,Highway,300,Highway Tertiary,300,Residential Building,300,Commercial Building,600,Highway Residential,600
403,125.691,7.32178,14/12/2017,"Thu - Dec 14, 2017",0:15:00,HOMICIDE,Salvacion,Panabo City,Stabbing/Hacking,00:00 - 00:59,Thursday,Commercial Building,20,Highway,20,Highway Residential,60,Industrial Building,70,Residential Building,170
404,125.78200000000001,7.460610000000001,14/12/2017,"Thu - Dec 14, 2017",23:45:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,23:00 - 23:59,Thursday,School,0,Highway Primary,90,Residential Building,100,Highway Residential,110,Hotel,130
405,125.78,7.45914,14/12/2017,"Thu - Dec 14, 2017",4:20:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,04:00 - 04:59,Thursday,Highway Pedestrian,30,School,30,Highway,140,,,,
406,125.801,7.43452,15/12/2017,"Fri - Dec 15, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Bincungan,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Friday,Commercial Building,20,Residential Building,40,Highway Residential,60,School,80,Bank,90
407,125.81,7.4469899999999996,16/12/2017,"Sat - Dec 16, 2017",3:05:00,Vehicular Traffic Accident,Apokon,Tagum City,Not Indicated,03:00 - 03:59,Saturday,Bank,10,Commercial Building,10,Highway Primary,20,Highway,50,Highway Pedestrian,60
408,125.79799999999999,7.43629,17/12/2017,"Sun - Dec 17, 2017",22:30:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,22:00 - 22:59,Sunday,Highway Residential,10,School,30,Commercial Building,120,Church,180,,
409,125.698,7.0773600000000005,18/12/2017,"Mon - Dec 18, 2017",5:00:00,THEFT,San Miguel (Magamono),Samal City,Salisi (Cellphone),05:00 - 05:59,Monday,Beach,40,Highway Pedestrian,80,Highway,160,,,,
410,125.684,7.31725,18/12/2017,"Mon - Dec 18, 2017",11:00:00,ROBBERY,San Francisco (Pob.),Panabo City, in an Inhabited House or Edifice for Worship and Private Building,11:00 - 11:59,Monday,Commercial Building,10,Highway Residential,40,Highway Tertiary,60,,,,
411,125.686,7.306260000000001,18/12/2017,"Mon - Dec 18, 2017",20:00:00,THEFT,Santo Niño (Pob.),Panabo City,Qualified Theft,20:00 - 20:59,Monday,Commercial Building,10,Mall,10,Highway Tertiary,30,Greenfield,70,Highway Residential,90
412,125.694,7.13943,18/12/2017,"Mon - Dec 18, 2017",15:00:00,RAPE (Art. 266-A RC & R.A.8353),Miranda (Pob.),Samal City,"Force, Threat and Intimidation",15:00 - 15:59,Monday,Highway Tertiary,20,Highway,90,Highway Residential,90,,,,
413,125.765,6.95746,19/12/2017,"Tue - Dec 19, 2017",16:00:00,RAPE (Art. 266-A RC & R.A.8353),Sion (Zion),Samal City,"Force, Threat and Intimidation",16:00 - 16:59,Tuesday,Highway Residential,30,Residential Building,120,Highway Tertiary,160,School,190,,
414,125.804,7.44735,19/12/2017,"Tue - Dec 19, 2017",8:30:00,ROBBERY,Magugpo Poblacion,Tagum City,Breaking and Entering,08:00 - 08:59,Tuesday,Commercial Building,10,Highway Tertiary,10,Park,10,Police Station,30,Highway Pedestrian,60
415,125.79899999999999,7.436030000000001,20/12/2017,"Wed - Dec 20, 2017",11:30:00,ROBBERY,Visayan Village,Tagum City,Snatching,11:00 - 11:59,Wednesday,Commercial Building,40,Highway Residential,60,Church,80,Hotel,120,Highway,160
416,125.79899999999999,7.43527,20/12/2017,"Wed - Dec 20, 2017",6:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),06:00 - 06:59,Wednesday,Highway Residential,10,Commercial Building,20,Church,40,Highway,110,Hotel,110
417,125.695,7.13973,21/12/2017,"Thu - Dec 21, 2017",11:05:00,RAPE (Art. 266-A RC & R.A.8353),Miranda (Pob.),Samal City,"Force, Threat and Intimidation",11:00 - 11:59,Thursday,Highway Tertiary,70,Greenfield,160,Highway,180,Highway Residential,190,,
418,125.79799999999999,7.444710000000001,21/12/2017,"Thu - Dec 21, 2017",19:45:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,19:00 - 19:59,Thursday,Highway Residential,10,Highway,100,Post Office,190,,,,
419,125.807,7.44803,21/12/2017,"Thu - Dec 21, 2017",3:00:00,ROBBERY,Magugpo East,Tagum City,Breaking and Entering,03:00 - 03:59,Thursday,Highway Tertiary,10,Church,50,Greenfield,50,Highway Primary,70,Bank,80
420,125.615,7.33533,23/12/2017,"Sat - Dec 23, 2017",16:20:00,THEFT,New Malitbog,Panabo City,Pick-Pocketing,16:00 - 16:59,Saturday,Commercial Building,10,School,20,Highway Residential,60,Highway,100,Highway Primary,140
421,125.806,7.462330000000001,23/12/2017,"Sat - Dec 23, 2017",23:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),23:00 - 23:59,Saturday,Gas Station,10,Highway,10,Highway Secondary,10,Hotel,140,Highway Residential,150
422,125.821,7.43001,23/12/2017,"Sat - Dec 23, 2017",18:28:00,PHYSICAL INJURIES,Apokon,Tagum City,Mauling,18:00 - 18:59,Saturday,Highway,30,Residential Building,30,Highway Residential,40,Highway Tertiary,130,School,180
423,125.63799999999999,7.3322,23/12/2017,"Sat - Dec 23, 2017",11:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Nanyo,Panabo City,Ftr (Failed to Return),11:00 - 11:59,Saturday,Commercial Building,10,Highway,20,Highway Residential,40,Highway Primary,60,School,60
424,125.805,7.44722,24/12/2017,"Sun - Dec 24, 2017",6:54:00,ROBBERY,Magugpo Poblacion,Tagum City,Hold-Up W/ Gun,06:00 - 06:59,Sunday,Highway Tertiary,20,School,20,Commercial Building,30,Restaurant,50,Park,60
425,125.772,7.466410000000001,24/12/2017,"Sun - Dec 24, 2017",11:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,11:00 - 11:59,Sunday,Highway Primary,40,Highway Residential,600,Residential Building,600,School,700,Commercial Building,900
426,125.79799999999999,7.436139999999999,24/12/2017,"Sun - Dec 24, 2017",16:00:00,RAPE (Art. 266-A RC & R.A.8353),Visayan Village,Tagum City,"Force, Threat and Intimidation",16:00 - 16:59,Sunday,Highway Residential,10,School,30,Commercial Building,110,Church,170,,
427,125.79899999999999,7.43543,25/12/2017,"Mon - Dec 25, 2017",1:45:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Shooting,01:00 - 01:59,Monday,Commercial Building,20,Highway Residential,20,Church,40,Hotel,110,Highway,120
428,125.79799999999999,7.435689999999999,26/12/2017,"Tue - Dec 26, 2017",15:15:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,15:00 - 15:59,Tuesday,Highway Residential,10,Commercial Building,100,Church,150,School,200,,
429,125.79799999999999,7.4355199999999995,26/12/2017,"Tue - Dec 26, 2017",21:00:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,21:00 - 21:59,Tuesday,Highway Residential,10,Commercial Building,90,Church,150,School,190,,
430,125.691,7.152360000000001,27/12/2017,"Wed - Dec 27, 2017",3:30:00,PHYSICAL INJURIES,Tambo,Samal City,Shooting,03:00 - 03:59,Wednesday,Highway Tertiary,50,Residential Building,200,Cemetery,300,Highway Residential,300,Church,700
431,125.773,7.46714,28/12/2017,"Thu - Dec 28, 2017",17:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),17:00 - 17:59,Thursday,Highway Primary,160,Highway Residential,600,Residential Building,600,School,700,Commercial Building,900
432,125.773,7.4676100000000005,29/12/2017,"Fri - Dec 29, 2017",3:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),03:00 - 03:59,Friday,Highway Primary,300,Highway Residential,600,Residential Building,600,School,700,Commercial Building,900
433,125.686,7.3056,29/12/2017,"Fri - Dec 29, 2017",20:00:00,THEFT,Santo Niño (Pob.),Panabo City,Qualified Theft,20:00 - 20:59,Friday,Commercial Building,30,Mall,30,Gas Station,50,Highway Tertiary,50,Highway Residential,60
434,125.771,7.44275,30/12/2017,"Sat - Dec 30, 2017",4:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),04:00 - 04:59,Saturday,Highway Secondary,10,Highway Residential,40,Tourist Attraction,60,Hotel,400,Gas Station,500
435,125.803,7.4579,30/12/2017,"Sat - Dec 30, 2017",1:40:00,MURDER,Magugpo West,Tagum City,Shooting,01:00 - 01:59,Saturday,Commercial Building,10,Highway Residential,20,Hotel,30,Highway Secondary,50,Residential Building,180
436,125.79799999999999,7.445010000000001,30/12/2017,"Sat - Dec 30, 2017",10:00:00,MURDER,Magugpo South,Tagum City,Shooting,10:00 - 10:59,Saturday,Highway Residential,10,Highway,130,Post Office,200,,,,
437,125.79899999999999,7.45246,31/12/2017,"Sun - Dec 31, 2017",22:00:00,Vehicular Traffic Accident,Magugpo Poblacion,Tagum City,Not Indicated,22:00 - 22:59,Sunday,Highway Residential,10,Gas Station,90,Highway Primary,130,Highway Tertiary,170,Church,200
438,125.71799999999999,7.132110000000001,01/01/2018,"Mon - Jan 1, 2018",0:15:00,PHYSICAL INJURIES,Toril,Samal City,Stabbing/Hacking,00:00 - 00:59,Monday,Highway Tertiary,20,Residential Building,60,Convenience Store,100,Highway,200,,
439,125.676,7.08467,01/01/2018,"Mon - Jan 1, 2018",13:15:00,PHYSICAL INJURIES,Limao,Samal City,Mauling,13:00 - 13:59,Monday,Highway Residential,300,Highway,500,Highway Tertiary,500,Road,500,Sports Center,700
440,125.80799999999999,7.446089999999999,01/01/2018,"Mon - Jan 1, 2018",18:00:00,THEFT,Magugpo Poblacion,Tagum City,Plain Theft,18:00 - 18:59,Monday,Gas Station,10,Highway Tertiary,10,Highway Pedestrian,50,Bar,60,Highway,60
441,125.771,6.915310000000001,02/01/2018,"Tue - Jan 2, 2018",5:00:00,MURDER,San Remigio,Samal City,Shooting,05:00 - 05:59,Tuesday,Government Office,300,Highway Tertiary,300,Residential Building,300,Sports Center,300,Beach,700
442,125.79899999999999,7.435689999999999,02/01/2018,"Tue - Jan 2, 2018",19:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,19:00 - 19:59,Tuesday,Commercial Building,10,Highway Residential,20,Church,50,Hotel,110,Highway,130
443,125.729,7.01925,02/01/2018,"Tue - Jan 2, 2018",18:20:00,PHYSICAL INJURIES,Adecor,Samal City,Hacking,18:00 - 18:59,Tuesday,Greenfield,300,Highway Tertiary,400,Highway,500,Residential Building,500,Church,700
444,125.803,7.456460000000001,02/01/2018,"Tue - Jan 2, 2018",19:20:00,ROBBERY,Magugpo West,Tagum City,Hold Up,19:00 - 19:59,Tuesday,Commercial Building,50,Highway Secondary,50,Parking Area,50,Highway Residential,70,Highway Tertiary,70
445,125.79700000000001,7.4726300000000005,02/01/2018,"Tue - Jan 2, 2018",20:00:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,20:00 - 20:59,Tuesday,Highway Residential,300,Highway,500,Highway Tertiary,500,Residential Building,500,Cemetery,600
446,125.771,7.442710000000001,03/01/2018,"Wed - Jan 3, 2018",4:00:00,THEFT,San Miguel (Camp 4),Tagum City,Salisi,04:00 - 04:59,Wednesday,Highway Secondary,10,Highway Residential,40,Tourist Attraction,60,Hotel,400,Gas Station,500
447,125.8,7.43509,03/01/2018,"Wed - Jan 3, 2018",3:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,03:00 - 03:59,Wednesday,Highway,10,Highway Residential,10,Restaurant,30,Commercial Building,40,School,40
448,125.77,7.44318,04/01/2018,"Thu - Jan 4, 2018",16:30:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Stabbing/Hacking,16:00 - 16:59,Thursday,Highway Secondary,80,Highway Residential,160,Tourist Attraction,180,Highway,300,Hotel,300
449,125.806,7.44688,04/01/2018,"Thu - Jan 4, 2018",20:40:00,ROBBERY,Magugpo Poblacion,Tagum City,Snatching,20:00 - 20:59,Thursday,Greenfield,40,Highway Tertiary,50,Commercial Building,60,Hotel,60,Marketplace,60
450,125.801,7.43146,06/01/2018,"Sat - Jan 6, 2018",3:20:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,03:00 - 03:59,Saturday,Highway Residential,40,Residential Building,110,Commercial Building,160,,,,
451,125.816,7.452160000000001,06/01/2018,"Sat - Jan 6, 2018",21:30:00,ROBBERY,Magugpo East,Tagum City,Bag/Purse Snatching,21:00 - 21:59,Saturday,Commercial Building,20,Highway Residential,20,Hotel,80,Highway Tertiary,90,School,130
452,125.781,7.4566300000000005,07/01/2018,"Sun - Jan 7, 2018",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),03:00 - 03:59,Sunday,School,60,Government Office,70,Highway Pedestrian,100,Community Center,130,Commercial Building,150
453,125.805,7.447769999999999,07/01/2018,"Sun - Jan 7, 2018",22:20:00,ROBBERY,Magugpo Poblacion,Tagum City,Snatching,22:00 - 22:59,Sunday,Highway Tertiary,40,School,50,Commercial Building,60,Highway Pedestrian,70,Park,70
454,125.823,7.422110000000001,09/01/2018,"Tue - Jan 9, 2018",22:15:00,THEFT,Apokon,Tagum City,Salisi,22:00 - 22:59,Tuesday,Highway Residential,30,Residential Building,50,Community Center,400,Highway Pedestrian,400,Highway Primary,400
455,125.823,7.42271,09/01/2018,"Tue - Jan 9, 2018",22:15:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,22:00 - 22:59,Tuesday,Highway Residential,40,Residential Building,120,Community Center,400,Highway Pedestrian,400,Commercial Building,500
456,125.686,7.304819999999999,10/01/2018,"Wed - Jan 10, 2018",20:50:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,20:00 - 20:59,Wednesday,Commercial Building,40,Gas Station,40,Greenfield,50,Marketplace,80,Highway Tertiary,90
457,125.805,7.447769999999999,10/01/2018,"Wed - Jan 10, 2018",22:50:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,22:00 - 22:59,Wednesday,Highway Tertiary,40,School,50,Commercial Building,60,Highway Pedestrian,70,Park,70
458,125.704,7.2983,11/01/2018,"Thu - Jan 11, 2018",19:30:00,Drug Related Incident (RA 9165),San Pedro,Panabo City,Not Indicated,19:00 - 19:59,Thursday,Highway Pedestrian,20,Road,20,Greenfield,70,Residential Building,70,Commercial Building,80
459,125.59700000000001,7.34825,13/01/2018,"Sat - Jan 13, 2018",1:00:00,MURDER,Manay,Panabo City,Mauling,01:00 - 01:59,Saturday,Highway Secondary,100,Highway,200,,,,,,
460,125.801,7.45097,13/01/2018,"Sat - Jan 13, 2018",1:20:00,Vehicular Traffic Accident,Magugpo West,Tagum City,Not Indicated,01:00 - 01:59,Saturday,Highway Tertiary,10,Highway Residential,30,Commercial Building,70,Hotel,100,Highway Pedestrian,160
461,125.68799999999999,7.30841,13/01/2018,"Sat - Jan 13, 2018",22:00:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,22:00 - 22:59,Saturday,Highway,10,Commercial Building,30,Highway Residential,60,Hotel,60,Highway Tertiary,80
462,125.79700000000001,7.456410000000001,15/01/2018,"Mon - Jan 15, 2018",2:00:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo West,Tagum City,"Force, Threat and Intimidation",02:00 - 02:59,Monday,Highway,10,Gas Station,80,Highway Residential,90,Residential Building,100,Highway Primary,190
463,125.773,7.466069999999999,15/01/2018,"Mon - Jan 15, 2018",5:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,05:00 - 05:59,Monday,Highway Primary,50,Highway Residential,500,Residential Building,500,School,600,Commercial Building,1000
464,125.773,7.46565,01/01/2018,"Mon - Jan 1, 2018",1:00:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Mauling,01:00 - 01:59,Monday,Highway Primary,10,Highway Residential,400,Residential Building,400,School,600,Highway,900
465,125.79700000000001,7.4972199999999996,05/01/2018,"Fri - Jan 5, 2018",4:00:00,RAPE (Art. 266-A RC & R.A.8353),Cuambogan,Tagum City,"Force, Threat and Intimidation",04:00 - 04:59,Friday,Highway Residential,40,Highway,170,Highway Secondary,170,,,,
466,125.79799999999999,7.46105,16/01/2018,"Tue - Jan 16, 2018",3:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,03:00 - 03:59,Tuesday,Commercial Building,20,Transport Terminal,20,Highway,30,Highway Pedestrian,40,Highway Tertiary,40
467,125.806,7.448919999999999,16/01/2018,"Tue - Jan 16, 2018",21:18:00,ROBBERY,Magugpo Poblacion,Tagum City,Destroying Window,21:00 - 21:59,Tuesday,Greenfield,10,Highway Tertiary,20,Bank,30,Commercial Building,40,Highway Primary,40
468,125.79799999999999,7.4608,17/01/2018,"Wed - Jan 17, 2018",2:16:00,ROBBERY,Magugpo West,Tagum City,Destroying Window,02:00 - 02:59,Wednesday,Highway,20,Commercial Building,40,Highway Tertiary,40,Transport Terminal,40,Highway Pedestrian,60
469,125.81700000000001,7.454389999999999,17/01/2018,"Wed - Jan 17, 2018",1:55:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,01:00 - 01:59,Wednesday,School,10,Highway Residential,40,Church,50,Commercial Building,50,Bank,130
470,125.705,7.124039999999999,16/01/2018,"Tue - Jan 16, 2018",23:00:00,RAPE (Art. 266-A RC & R.A.8353),San Agustin,Samal City,"Force, Threat and Intimidation",23:00 - 23:59,Tuesday,Highway,300,Highway Residential,300,Highway Secondary,300,Residential Building,400,Highway Tertiary,700
471,125.76899999999999,7.41171,17/01/2018,"Wed - Jan 17, 2018",18:30:00,MURDER,Canocotan,Tagum City,Shooting,18:00 - 18:59,Wednesday,Highway Residential,400,Highway,1100,Hotel,1200,Residential Building,1200,School,1200
472,125.818,7.46022,17/01/2018,"Wed - Jan 17, 2018",23:30:00,PHYSICAL INJURIES,Magugpo North,Tagum City,Shooting,23:00 - 23:59,Wednesday,Highway Residential,10,Highway Tertiary,70,Gas Station,130,Highway Pedestrian,140,Highway,150
473,125.77600000000001,7.44318,18/01/2018,"Thu - Jan 18, 2018",1:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stray Bullet,01:00 - 01:59,Thursday,Highway Residential,10,Highway Secondary,50,Commercial Building,60,Gas Station,120,Highway Tertiary,140
474,125.802,7.43233,18/01/2018,"Thu - Jan 18, 2018",17:41:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,17:00 - 17:59,Thursday,Residential Building,0,Highway Residential,30,Commercial Building,50,,,,
475,125.801,7.4610899999999996,19/01/2018,"Fri - Jan 19, 2018",1:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,01:00 - 01:59,Friday,Marketplace,0,Highway Pedestrian,20,Highway,60,Highway Secondary,80,Commercial Building,100
476,125.805,7.43835,19/01/2018,"Fri - Jan 19, 2018",2:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,02:00 - 02:59,Friday,Highway Residential,20,Restaurant,90,School,100,Commercial Building,110,Highway Tertiary,140
477,125.823,7.442139999999999,20/01/2018,"Sat - Jan 20, 2018",19:30:00,ROBBERY,Magugpo East,Tagum City,Hold-Up W/ Sharp Object,19:00 - 19:59,Saturday,Highway,80,Highway Pedestrian,170,Highway Secondary,300,Residential Building,300,Commercial Building,400
478,125.804,7.44827,19/01/2018,"Fri - Jan 19, 2018",18:30:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,18:00 - 18:59,Friday,Commercial Building,10,Highway Tertiary,30,Highway Pedestrian,50,Post Office,60,Private Office,60
479,125.815,7.454689999999999,20/01/2018,"Sat - Jan 20, 2018",12:25:00,MURDER,Magugpo North,Tagum City,Shooting,12:00 - 12:59,Saturday,Highway Tertiary,10,Highway Pedestrian,30,Commercial Building,40,Highway,40,Bank,50
480,125.794,7.457269999999999,20/01/2018,"Sat - Jan 20, 2018",14:30:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,14:00 - 14:59,Saturday,Highway Residential,30,Highway Tertiary,30,Church,90,School,110,Highway Primary,140
481,125.804,7.45897,21/01/2018,"Sun - Jan 21, 2018",3:30:00,MURDER,Magugpo West,Tagum City,Shooting,03:00 - 03:59,Sunday,Highway Residential,10,Commercial Building,140,Hotel,140,Highway Secondary,160,,
482,125.814,7.443689999999999,21/01/2018,"Sun - Jan 21, 2018",10:00:00,THEFT,Visayan Village,Tagum City,Salisi,10:00 - 10:59,Sunday,Highway Primary,40,Highway Residential,40,Highway Tertiary,40,Commercial Building,60,Fire Station,90
483,125.801,7.476260000000001,21/01/2018,"Sun - Jan 21, 2018",4:00:00,THEFT,La Filipina,Tagum City,Salisi,04:00 - 04:59,Sunday,Cemetery,10,Highway Residential,10,Residential Building,30,Highway Pedestrian,70,,
484,125.829,7.422839999999999,21/01/2018,"Sun - Jan 21, 2018",18:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),18:00 - 18:59,Sunday,Hospital,0,Commercial Building,10,Highway Pedestrian,10,Highway Primary,30,Highway Residential,30
