,lng,lat,date,customdate,time,crime,barangay,city,modus,placetype,land area sq km,"Household,number of households","Household,total annual household expenditure","Household,total annual household income","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Housing,occupied housing,Commercial/industrial/agricultural,household","Housing,occupied housing,Commercial/industrial/agricultural,population","Housing,occupied housing,Duplex,household","Housing,occupied housing,Duplex,population","Housing,occupied housing,Institutional living quarter,household","Housing,occupied housing,Institutional living quarter,population","Housing,occupied housing,Multiunit residential,household","Housing,occupied housing,Multiunit residential,population","Housing,occupied housing,Not Reported,household","Housing,occupied housing,Not Reported,population","Housing,occupied housing,Others,household","Housing,occupied housing,Others,population","Housing,occupied housing,Single house,household","Housing,occupied housing,Single house,population"
632,125.79799999999999,7.43573,20/03/2018,"Tue - Mar 20, 2018",21:47:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Shooting,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
633,125.648,7.29025,19/03/2018,"Mon - Mar 19, 2018",23:00:00,RAPE (Art. 266-A RC & R.A.8353),Maduao,Panabo City,Gang/Party,rural,4.24,748,142169090,184819817,11,118,10,509,41,58,1,0,2,54,215,0,0,58,224,0,2,0,0,636,2775
634,125.773,7.46782,20/03/2018,"Tue - Mar 20, 2018",22:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
635,125.59,7.305619999999999,22/03/2018,"Thu - Mar 22, 2018",8:15:00,Drug Related Incident (RA 9165),Kauswagan,Panabo City,Not Indicated,rural,1.93,341,64784181,84219435,5,54,5,232,19,27,0,0,1,24,98,0,0,26,102,0,1,0,0,290,1264
636,125.80799999999999,7.45863,23/03/2018,"Fri - Mar 23, 2018",20:30:00,ROBBERY,Magugpo West,Tagum City,With Violence Against or Intimidation of Persons,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
637,125.78,7.392010000000001,23/03/2018,"Fri - Mar 23, 2018",23:00:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,rural,3.69,1159,220146071,286189893,16,183,16,788,63,90,2,2,8,82,333,0,1,84,290,1,2,0,0,990,4348
638,125.77799999999999,7.44469,24/03/2018,"Sat - Mar 24, 2018",12:00:00,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,Not Indicated,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
639,125.67299999999999,7.2854600000000005,25/03/2018,"Sun - Mar 25, 2018",21:30:00,THEFT,J.P. Laurel,Panabo City,Pick-Pocketing,urban,8.93,1577,"299,541,233",389403602,22,249,22,1073,86,123,2,1,3,113,454,0,0,122,472,1,4,0,0,1340,5846
640,125.796,7.49867,25/03/2018,"Sun - Mar 25, 2018",22:00:00,Vehicular Traffic Accident,Cuambogan,Tagum City,Not Indicated,urban,8.16,2564,487112200,633245859,36,405,35,1744,140,199,4,5,17,181,737,1,3,185,643,1,5,0,0,2190,9620
641,125.775,7.44367,25/03/2018,"Sun - Mar 25, 2018",18:04:00,MURDER,San Miguel (Camp 4),Tagum City,Shooting,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
642,125.804,7.44683,26/03/2018,"Mon - Mar 26, 2018",2:30:00,THEFT,Magugpo Poblacion,Tagum City,Snatching,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
643,125.779,7.4609,26/03/2018,"Mon - Mar 26, 2018",7:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
644,125.649,7.3175,27/03/2018,"Tue - Mar 27, 2018",14:40:00,THEFT,Datu Abdul Dadia,Panabo City,Plain Theft,urban,7.88,1392,264478336,343821836,20,220,19,947,76,108,2,1,3,100,401,0,0,108,416,1,3,0,0,1183,5162
645,125.76,7.37645,27/03/2018,"Tue - Mar 27, 2018",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Bincungan,Tagum City,Swpu (Stolen While Parked),rural,3.25,"1,021","194,027,824","252,236,171",14,161,14,695,56,79,1,2,7,72,293,0,1,74,256,1,2,0,0,872,3832
646,125.68700000000001,7.3046,28/03/2018,"Wed - Mar 28, 2018",18:50:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,urban,5.89,1041,197776653,257109649,15,164,14,708,57,81,2,1,2,74,300,0,0,80,311,1,2,0,0,885,3860
647,125.68,7.3,31/03/2018,"Sat - Mar 31, 2018",5:30:00,ROBBERY,Gredu (Pob.),Panabo City,Breaking and Entering,urban,22.51,3975,755267583,981847858,56,628,55,2704,217,309,6,2,9,284,1144,0,0,307,1189,2,9,0,1,3379,14740
648,125.588,7.32935,31/03/2018,"Sat - Mar 31, 2018",16:50:00,HOMICIDE,Kasilak,Panabo City,Stabbing/Hacking,urban,3.79,670,127239966,165411956,10,106,9,456,36,52,1,0,1,48,193,0,0,52,200,0,2,0,0,569,2483
649,125.711,7.071510000000001,01/04/2018,"Sun - Apr 1, 2018",14:05:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,urban,17.42,1598,303665437,394765068,23,253,22,1087,87,124,2,1,5,80,299,0,0,25,92,0,1,0,0,1492,5994
650,125.795,7.477410000000001,02/04/2018,"Mon - Apr 2, 2018",3:30:00,MURDER,La Filipina,Tagum City,Shooting,urban,11.84,3718,"706,432,035",918361645,53,587,51,2530,203,289,5,7,25,263,1068,2,4,268,932,2,8,0,0,3177,13951
651,125.79299999999999,7.499689999999999,02/04/2018,"Mon - Apr 2, 2018",8:30:00,MURDER,Cuambogan,Tagum City,Shooting,urban,8.16,2564,487112200,633245859,36,405,35,1744,140,199,4,5,17,181,737,1,3,185,643,1,5,0,0,2190,9620
652,125.823,7.425330000000001,02/04/2018,"Mon - Apr 2, 2018",11:15:00,PHYSICAL INJURIES,Apokon,Tagum City,Shooting,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
653,125.772,7.44448,02/04/2018,"Mon - Apr 2, 2018",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
654,125.74600000000001,7.00749,19/03/2018,"Mon - Mar 19, 2018",10:00:00,RAPE (Art. 266-A RC & R.A.8353),Anonang,Samal City,"Force, Threat and Intimidation",rural,7.12,654,124165644,161415338,9,103,9,445,36,51,1,1,2,33,122,0,0,10,38,0,1,0,0,610,2451
655,125.76700000000001,7.440010000000001,03/04/2018,"Tue - Apr 3, 2018",20:49:00,MURDER,San Miguel (Camp 4),Tagum City,Clubbing,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
656,125.781,7.46175,04/04/2018,"Wed - Apr 4, 2018",8:20:00,ROBBERY,Mankilam,Tagum City,Cellphone Snatching,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
657,125.774,7.44331,05/04/2018,"Thu - Apr 5, 2018",0:45:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Gun,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
658,125.76,7.377489999999999,04/04/2018,"Wed - Apr 4, 2018",9:11:00,MURDER,Bincungan,Tagum City,Stabbing/Hacking,rural,3.25,"1,021","194,027,824","252,236,171",14,161,14,695,56,79,1,2,7,72,293,0,1,74,256,1,2,0,0,872,3832
659,125.758,7.47365,05/04/2018,"Thu - Apr 5, 2018",3:00:00,ROBBERY,Pagsabangan,Tagum City,Hold-Up W/ Gun,rural,4.04,1268,240985587,313281263,18,200,17,863,69,99,2,2,8,90,364,1,1,91,318,1,3,0,0,1084,4759
660,125.786,7.49945,05/04/2018,"Thu - Apr 5, 2018",18:40:00,MURDER,Cuambogan,Tagum City,Shooting,urban,8.16,2564,487112200,633245859,36,405,35,1744,140,199,4,5,17,181,737,1,3,185,643,1,5,0,0,2190,9620
661,125.79700000000001,7.4469899999999996,05/04/2018,"Thu - Apr 5, 2018",23:00:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,urban,8.33,2617,497210643,646373836,37,413,36,1780,143,204,4,5,17,185,752,1,3,189,656,1,5,0,0,2236,9819
662,125.611,7.40207,06/04/2018,"Fri - Apr 6, 2018",15:10:00,THEFT,A. O. Floirendo,Panabo City,Plain Theft,urban,6.6,1165,221334537,287734898,17,184,16,793,63,91,2,1,3,83,335,0,0,90,349,1,3,0,0,990,4320
663,125.556,7.25335,06/04/2018,"Fri - Apr 6, 2018",16:25:00,HOMICIDE,Santa Cruz,Panabo City,Stabbing/Hacking,rural,1.66,293,"55,744,528",72467886,4,46,4,200,16,23,0,0,1,21,84,0,0,23,88,0,1,0,0,249,1088
664,125.686,7.306,07/04/2018,"Sat - Apr 7, 2018",17:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,1041,197776653,257109649,15,164,14,708,57,81,2,1,2,74,300,0,0,80,311,1,2,0,0,885,3860
665,125.68,7.3007800000000005,07/04/2018,"Sat - Apr 7, 2018",19:43:00,MURDER,Gredu (Pob.),Panabo City,Shooting,urban,22.51,3975,755267583,981847858,56,628,55,2704,217,309,6,2,9,284,1144,0,0,307,1189,2,9,0,1,3379,14740
666,125.79899999999999,7.44682,06/04/2018,"Fri - Apr 6, 2018",0:00:00,ROBBERY,Nueva Fuerza,Tagum City,Hold-Up W/ Gun,rural,1.5,472,89600736,116480957,7,75,6,321,26,37,1,1,3,33,135,0,1,34,118,0,1,0,0,403,1770
667,125.79799999999999,7.423710000000001,06/04/2018,"Fri - Apr 6, 2018",19:20:00,MURDER,Visayan Village,Tagum City,Shooting,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
668,125.803,7.45914,07/04/2018,"Sat - Apr 7, 2018",21:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
669,125.771,7.37907,08/04/2018,"Sun - Apr 8, 2018",3:19:00,PHYSICAL INJURIES,Madaum,Tagum City,Shooting,urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
670,125.80799999999999,7.418880000000001,08/04/2018,"Sun - Apr 8, 2018",3:00:00,THEFT,Canocotan,Tagum City,Plain Theft,urban,6.26,1966,373458807,485496449,28,311,27,1337,107,153,3,4,13,139,565,1,2,142,493,1,4,0,0,1679,7375
671,125.819,7.43697,09/04/2018,"Mon - Apr 9, 2018",9:25:00,MURDER,Apokon,Tagum City,Shooting,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
672,125.823,7.45631,10/04/2018,"Tue - Apr 10, 2018",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
673,125.78,7.461239999999999,09/04/2018,"Mon - Apr 9, 2018",13:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
674,125.796,7.4336899999999995,08/04/2018,"Sun - Apr 8, 2018",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
675,125.682,7.300610000000001,10/04/2018,"Tue - Apr 10, 2018",16:40:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,urban,9.03,1595,302965344,393854947,23,252,22,1085,87,124,2,1,4,114,459,0,0,123,477,1,4,0,0,1355,5913
676,125.679,7.121630000000001,11/04/2018,"Wed - Apr 11, 2018",7:15:00,THEFT,Kinawitnon,Samal City,Salisi (Cellphone),rural,5.64,517,98266673,127746675,7,82,7,352,28,40,1,0,2,26,97,0,0,8,30,0,0,0,0,483,1940
677,125.76700000000001,7.40607,06/04/2018,"Fri - Apr 6, 2018",10:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Canocotan,Tagum City,Swpu (Stolen While Parked),urban,6.26,1966,373458807,485496449,28,311,27,1337,107,153,3,4,13,139,565,1,2,142,493,1,4,0,0,1679,7375
678,125.802,7.45178,12/04/2018,"Thu - Apr 12, 2018",9:30:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
679,125.80799999999999,7.38007,12/04/2018,"Thu - Apr 12, 2018",20:45:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
680,125.802,7.44552,13/04/2018,"Fri - Apr 13, 2018",1:55:00,MURDER,Magugpo South,Tagum City,Shooting,urban,8.33,2617,497210643,646373836,37,413,36,1780,143,204,4,5,17,185,752,1,3,189,656,1,5,0,0,2236,9819
681,125.67200000000001,7.30605,13/04/2018,"Fri - Apr 13, 2018",16:00:00,PHYSICAL INJURIES,New Visayas,Panabo City,Mauling,urban,22.54,3981,756317644,983212937,56,629,55,2708,217,310,6,2,9,285,1146,0,0,307,1191,2,9,0,1,3383,14760
682,125.649,7.27893,14/04/2018,"Sat - Apr 14, 2018",20:00:00,MURDER,Upper Licanan,Panabo City,Shooting,rural,2.16,382,72499844,94249797,5,60,5,260,21,30,1,0,1,27,110,0,0,29,114,0,1,0,0,324,1415
683,125.79299999999999,7.500030000000001,15/04/2018,"Sun - Apr 15, 2018",2:00:00,ROBBERY,Cuambogan,Tagum City,With Violence Against or Intimidation of Persons,urban,8.16,2564,487112200,633245859,36,405,35,1744,140,199,4,5,17,181,737,1,3,185,643,1,5,0,0,2190,9620
684,125.79899999999999,7.385339999999999,14/04/2018,"Sat - Apr 14, 2018",13:43:00,MURDER,Madaum,Tagum City,Shooting,urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
685,125.814,7.451569999999999,14/04/2018,"Sat - Apr 14, 2018",16:50:00,THEFT,Magugpo East,Tagum City,Shoplifting,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
686,125.809,7.37892,16/04/2018,"Mon - Apr 16, 2018",20:55:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
687,125.751,7.09318,15/04/2018,"Sun - Apr 15, 2018",16:00:00,PHYSICAL INJURIES,Tagbitan-Ag,Samal City,Shooting,rural,6.24,572,108725873,141343635,8,90,8,389,31,45,1,0,2,29,107,0,0,9,33,0,1,0,0,534,2146
688,125.681,7.30036,17/04/2018,"Tue - Apr 17, 2018",11:15:00,PHYSICAL INJURIES,New Pandan (Pob.),Panabo City,Shooting,urban,9.03,1595,302965344,393854947,23,252,22,1085,87,124,2,1,4,114,459,0,0,123,477,1,4,0,0,1355,5913
689,125.689,7.3178399999999995,03/04/2018,"Tue - Apr 3, 2018",12:00:00,RAPE (Art. 266-A RC & R.A.8353),Salvacion,Panabo City,"Force, Threat and Intimidation",urban,12.95,2288,434679481,565083326,32,361,31,1556,125,178,3,1,5,164,659,0,0,177,684,1,5,0,1,1945,8483
690,125.805,7.44727,15/04/2018,"Sun - Apr 15, 2018",3:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
691,125.816,7.45535,17/04/2018,"Tue - Apr 17, 2018",9:43:00,THEFT,Magugpo North,Tagum City,Salisi,urban,7.19,2257,"428,908,443",557580975,32,357,31,1536,123,176,3,4,15,160,649,1,3,163,566,1,5,0,0,1929,8470
692,125.68299999999999,7.3090399999999995,19/04/2018,"Thu - Apr 19, 2018",3:30:00,MURDER,San Francisco (Pob.),Panabo City,Stabbing/Hacking,urban,17.46,3083,585842569,761595340,44,487,42,2098,168,240,4,2,7,221,888,0,0,238,922,2,7,0,1,2621,11433
693,125.714,7.0783,18/04/2018,"Wed - Apr 18, 2018",9:00:00,THEFT,Peñaplata (Pob.),Samal City,Salisi (Others),urban,17.42,1598,303665437,394765068,23,253,22,1087,87,124,2,1,5,80,299,0,0,25,92,0,1,0,0,1492,5994
694,125.814,7.4455,19/04/2018,"Thu - Apr 19, 2018",2:35:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
695,125.79799999999999,7.46024,19/04/2018,"Thu - Apr 19, 2018",4:27:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
696,125.823,7.4358,19/04/2018,"Thu - Apr 19, 2018",16:50:00,Drug Related Incident (RA 9165),Magugpo West,Tagum City,Not Indicated,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
697,125.625,7.27597,19/04/2018,"Thu - Apr 19, 2018",10:00:00,THEFT,Upper Licanan,Panabo City,Plain Theft,rural,2.16,382,72499844,94249797,5,60,5,260,21,30,1,0,1,27,110,0,0,29,114,0,1,0,0,324,1415
698,125.822,7.43465,20/04/2018,"Fri - Apr 20, 2018",9:00:00,THEFT,Apokon,Tagum City,Salisi,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
699,125.76799999999999,7.0049399999999995,20/04/2018,"Fri - Apr 20, 2018",18:00:00,RAPE (Art. 266-A RC & R.A.8353),Tagbaobo,Samal City,Deprived of Reason or Unconcious (Under the Influence of Liquior),rural,6.23,571,108526650,141084645,8,90,8,389,31,44,1,0,2,28,107,0,0,9,33,0,1,0,0,533,2142
700,125.79700000000001,7.43469,20/04/2018,"Fri - Apr 20, 2018",15:54:00,MURDER,Visayan Village,Tagum City,Shooting,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
701,125.791,7.4199399999999995,22/04/2018,"Sun - Apr 22, 2018",13:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
702,125.699,7.162000000000001,20/04/2018,"Fri - Apr 20, 2018",10:00:00,THEFT,Tambo,Samal City,Qualified Theft,rural,12.49,1146,217700775,283011007,16,181,16,780,62,89,2,1,4,57,214,0,0,18,66,0,1,0,0,1069,4297
703,125.583,7.39668,22/04/2018,"Sun - Apr 22, 2018",10:45:00,THEFT,A. O. Floirendo,Panabo City,Qualified Theft,urban,6.6,1165,221334537,287734898,17,184,16,793,63,91,2,1,3,83,335,0,0,90,349,1,3,0,0,990,4320
704,125.773,7.4676100000000005,23/04/2018,"Mon - Apr 23, 2018",4:20:00,PHYSICAL INJURIES,Mankilam,Tagum City,Shooting,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
705,125.59,7.347989999999999,22/04/2018,"Sun - Apr 22, 2018",18:30:00,MURDER,New Malaga (Dalisay),Panabo City,Stabbing/Hacking,rural,2.5,441,83776583,108909558,6,70,6,300,24,34,1,0,1,32,127,0,0,34,132,0,1,0,0,375,1635
706,125.775,7.46373,23/04/2018,"Mon - Apr 23, 2018",3:20:00,THEFT,Mankilam,Tagum City,Salisi (Others),urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
707,125.66799999999999,7.307980000000001,22/04/2018,"Sun - Apr 22, 2018",21:00:00,MURDER,New Visayas,Panabo City,Stabbing/Hacking,urban,22.54,3981,756317644,983212937,56,629,55,2708,217,310,6,2,9,285,1146,0,0,307,1191,2,9,0,1,3383,14760
708,125.84700000000001,7.475789999999999,18/04/2018,"Wed - Apr 18, 2018",12:00:00,RAPE (Art. 266-A RC & R.A.8353),Magdum,Tagum City,"Force, Threat and Intimidation",urban,7.86,2468,"468,935,001",609615501,35,390,34,1679,134,192,4,5,16,174,709,1,3,178,619,1,5,0,0,2109,9261
709,125.792,7.45384,23/04/2018,"Mon - Apr 23, 2018",21:00:00,ROBBERY,Mankilam,Tagum City,Akyat Bahay,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
710,125.80799999999999,7.3796800000000005,24/04/2018,"Tue - Apr 24, 2018",13:30:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
711,125.68299999999999,7.30047,24/04/2018,"Tue - Apr 24, 2018",16:50:00,THEFT,New Pandan (Pob.),Panabo City,Salisi (Others),urban,9.03,1595,302965344,393854947,23,252,22,1085,87,124,2,1,4,114,459,0,0,123,477,1,4,0,0,1355,5913
712,125.698,7.18355,24/04/2018,"Tue - Apr 24, 2018",10:20:00,THEFT,Camudmud,Samal City,Salisi (Others),rural,7.33,672,127701850,166012405,10,106,9,457,37,52,1,1,2,33,126,0,0,10,39,0,1,0,0,627,2521
713,125.801,7.4341800000000005,25/04/2018,"Wed - Apr 25, 2018",21:05:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
714,125.714,7.077939999999999,26/04/2018,"Thu - Apr 26, 2018",12:10:00,Vehicular Traffic Accident,Peñaplata (Pob.),Samal City,Not Indicated,urban,17.42,1598,303665437,394765068,23,253,22,1087,87,124,2,1,5,80,299,0,0,25,92,0,1,0,0,1492,5994
715,125.70100000000001,7.07747,27/04/2018,"Fri - Apr 27, 2018",0:10:00,THEFT,San Miguel (Magamono),Samal City,Salisi (Akyat Bahay),rural,4.7,431,81880593,106444771,6,68,6,293,23,34,1,0,1,21,81,0,0,7,25,0,0,0,0,402,1616
716,125.586,7.310110000000001,26/04/2018,"Thu - Apr 26, 2018",17:00:00,PHYSICAL INJURIES,Kauswagan,Panabo City,Stabbing/Hacking,rural,1.93,341,64784181,84219435,5,54,5,232,19,27,0,0,1,24,98,0,0,26,102,0,1,0,0,290,1264
717,125.779,6.96668,29/04/2018,"Sun - Apr 29, 2018",0:22:00,THEFT,Kanaan,Samal City,Salisi (Others),rural,4.14,380,72218285,93883770,5,60,5,259,21,30,1,0,1,19,71,0,0,6,22,0,0,0,0,355,1426
718,125.82700000000001,7.4215800000000005,28/04/2018,"Sat - Apr 28, 2018",2:30:00,THEFT,Apokon,Tagum City,Salisi,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
719,125.794,7.504160000000001,28/04/2018,"Sat - Apr 28, 2018",20:00:00,PHYSICAL INJURIES,Nueva Fuerza,Tagum City,Hacking,rural,1.5,472,89600736,116480957,7,75,6,321,26,37,1,1,3,33,135,0,1,34,118,0,1,0,0,403,1770
720,125.818,7.45982,29/04/2018,"Sun - Apr 29, 2018",0:50:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo North,Tagum City,Swpu (Stolen While Parked),urban,7.19,2257,"428,908,443",557580975,32,357,31,1536,123,176,3,4,15,160,649,1,3,163,566,1,5,0,0,1929,8470
721,125.68299999999999,7.3101899999999995,01/05/2018,"Tue - May 1, 2018",22:00:00,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,Not Indicated,urban,17.46,3083,585842569,761595340,44,487,42,2098,168,240,4,2,7,221,888,0,0,238,922,2,7,0,1,2621,11433
722,125.794,7.4913300000000005,01/05/2018,"Tue - May 1, 2018",3:30:00,PHYSICAL INJURIES,Cuambogan,Tagum City,Stabbing/Hacking,urban,8.16,2564,487112200,633245859,36,405,35,1744,140,199,4,5,17,181,737,1,3,185,643,1,5,0,0,2190,9620
723,125.8,7.4608,02/05/2018,"Wed - May 2, 2018",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
724,125.824,7.42703,02/05/2018,"Wed - May 2, 2018",23:35:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
725,125.824,7.4508600000000005,03/05/2018,"Thu - May 3, 2018",4:15:00,THEFT,Magugpo East,Tagum City,Salisi (Establishment),urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
726,125.802,7.44718,03/05/2018,"Thu - May 3, 2018",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
