,crime,barangay,city,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Cloud,Humidity,Precip (mm),Pressure (mb),Bank,Bar,Beach,Bridge,Cemetery,Church,Clinic,Commercial Building,Community Center,Convenience Store,Fire Station,Gas Station,Government Office,Greenfield,Highway,Highway Pedestrian,Highway Primary,Highway Residential,Highway Secondary,Highway Tertiary,Hospital,Hotel,Industrial Building,Mall,Marketplace,Park,Parking Area,Pawnshop,Pharmacy,Police Station,Post Office,Private Office,Recreational Area,Residential Building,Restaurant,Road,School,Sports Center,Tourist Attraction,Transport Terminal,php-usd-rate,PSE-index-Close,"Education,Baccalauate graduate","Education,College undergraduate","Education,Elementary","Education,High school","Education,No grade completed","Education,Out of school youth","Education,Post baccalaureate","Education,Postsecondary","Household,number of households","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Labor,Employed","Labor,In the Labor Force","Labor,Not in the Labor Force","Labor,Underemployed","Labor,Unemployed","Poverty,poverty incidence by employed","Poverty,poverty incidence by household","Poverty,poverty incidence by population","Poverty,poverty incidence by unemployed",Consumer Price Index  - all items,Consumer Price Index -Alcoholic beverages and tobacco,Consumer Price Index -transport,"Consumer Price Index -Housing, water, electricity, gas, and other fuels",Consumer Price Index -Restaurant and miscellaneous goods and services,inflation rate,savings deposit interest rate,bank lending rates,time_epoch_After Midnight,time_epoch_After Work-Hours,time_epoch_Afternoon,time_epoch_Early Morning,time_epoch_Evening,time_epoch_Morning,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,Weather_Clear,Weather_Cloudy,Weather_Rainy,day_night_daylight,day_night_nighttime,placetype_rural,placetype_urban,Children Population,Teenage Population,Adult Population,Retiree Population,Female Children Population,Female Teenage Population,Female Adult Population,Female Retiree Population,Male Children Population,Male Teenage Population,Male Adult Population,Male Retiree Population
200,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,31.0,31.0,10.0,39.0,66.0,0.0,1009.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,50.856,8244.730469,398.0,348.0,548.0,1228.5,13.0,160.0,4.0,76.5,1035.5,15.0,163.5,14.0,704.5,56.5,80.5,2.0,1764.5,1859.5,1180.5,293.5,95.0,291.0,172.0,979.5,17.5,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,962.0,873.0,2302.5,314.5,469.5,432.0,1125.5,165.5,492.0,441.0,1177.0,149.5
201,Carnapping (R.A. 6539),Visayan Village,Tagum City,29.0,27.0,3.0,31.0,83.0,0.0,1010.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,50.629,8170.140137,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0
202,Robbery,Maduao,Panabo City,30.0,28.0,3.0,37.0,77.0,0.0,1011.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.629,8170.140137,286.5,250.0,394.0,883.0,9.0,115.0,3.0,55.0,744.0,11.0,117.5,10.0,506.5,40.5,58.0,1.0,1268.0,1336.5,849.0,211.0,68.0,209.0,123.5,704.0,12.5,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,691.0,627.5,1654.5,225.0,337.5,310.5,809.0,119.0,353.5,317.0,846.5,107.0
203,Drug Related Incident (RA 9165),Visayan Village,Tagum City,32.0,34.0,9.0,60.0,56.0,0.0,1009.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.629,8170.140137,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0
204,Robbery,Apokon,Tagum City,29.0,30.0,8.0,47.0,71.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50.83,8221.919922,3717.5,2856.0,3323.5,7615.5,100.5,1107.0,65.5,831.5,7140.5,101.5,1128.0,98.5,4858.0,389.5,555.5,10.0,12544.0,13219.0,8395.5,2084.5,675.0,2069.5,1185.5,6755.0,122.5,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,6227.0,5961.5,16333.0,2182.5,3013.0,2967.0,8113.0,1172.5,3213.0,2995.0,8219.5,1009.0
205,Physical Injuries,Magugpo Poblacion,Tagum City,29.0,27.0,3.0,33.0,87.0,0.0,1012.0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,50.968999999999994,8156.040039,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0
206,Robbery,Magugpo South,Tagum City,29.0,27.0,3.0,33.0,87.0,0.0,1012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.968999999999994,8156.040039,1354.0,1040.5,1210.5,2773.5,36.5,403.5,24.0,303.0,2600.5,37.0,410.5,36.0,1769.0,142.0,202.5,4.0,4568.5,4814.5,3057.5,759.5,245.5,753.5,431.5,2460.0,44.5,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2267.5,2171.0,5948.5,794.5,1097.5,1080.5,2955.0,427.0,1170.5,1091.0,2993.0,367.5
207,Theft,Visayan Village,Tagum City,35.0,39.0,3.0,48.0,46.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,50.968999999999994,8156.040039,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0
208,Theft,Magugpo South,Tagum City,33.0,29.0,3.0,31.0,76.0,0.0,1012.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51.073,8171.430176000003,1354.0,1040.5,1210.5,2773.5,36.5,403.5,24.0,303.0,2600.5,37.0,410.5,36.0,1769.0,142.0,202.5,4.0,4568.5,4814.5,3057.5,759.5,245.5,753.5,431.5,2460.0,44.5,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2267.5,2171.0,5948.5,794.5,1097.5,1080.5,2955.0,427.0,1170.5,1091.0,2993.0,367.5
209,Theft,Magugpo Poblacion,Tagum City,35.0,39.0,3.0,64.0,51.0,0.7,1010.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,51.073,8171.430176000003,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0
210,Drug Related Incident (RA 9165),Cagangohan,Panabo City,35.0,38.0,7.0,45.0,49.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.073,8171.430176000003,1266.0,1106.0,1741.5,3907.5,41.0,508.5,12.0,244.0,3292.0,46.5,520.0,45.5,2240.0,179.0,256.0,5.0,5610.5,5913.0,3755.0,932.5,302.0,926.0,546.5,3114.5,54.5,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3058.5,2775.5,7324.0,999.0,1493.0,1373.5,3580.5,525.5,1565.0,1403.0,3744.5,473.5
211,Physical Injuries,San Miguel (Camp 4),Tagum City,30.0,27.0,1.0,57.0,83.0,1.2,1012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.073,8171.430176000003,2164.5,1663.0,1935.0,4434.0,58.5,645.0,38.0,484.0,4157.5,59.0,657.0,57.5,2828.0,226.5,323.0,6.0,7303.0,7696.5,4888.0,1213.5,393.0,1205.0,690.0,3933.0,71.0,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,3625.0,3471.0,9509.5,1270.0,1755.0,1727.0,4723.5,683.5,1870.5,1744.0,4784.0,588.0
212,Murder/Homicide,San Pedro,Panabo City,31.0,28.0,2.0,31.0,80.0,0.0,1011.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.073,8171.430176000003,385.0,336.5,530.0,1189.5,12.5,155.0,4.0,74.5,1002.5,14.0,158.0,14.0,681.5,54.5,78.0,1.0,1708.0,1799.5,1142.5,283.5,92.0,281.5,166.0,948.0,16.5,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,931.0,845.0,2230.0,304.0,454.0,418.0,1090.5,159.5,476.5,427.0,1138.5,144.0
213,Carnapping (R.A. 6539),Cuambogan,Tagum City,31.0,26.0,1.0,38.0,85.0,1.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.073,8171.430176000003,1326.5,1019.5,1185.5,2717.0,36.0,395.5,23.0,297.0,2547.5,36.0,402.5,35.0,1733.0,139.0,198.0,4.0,4475.5,4716.5,2995.5,744.0,241.0,738.5,423.0,2410.0,43.5,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2222.0,2127.5,5827.0,778.5,1075.5,1058.0,2895.0,418.0,1146.0,1068.0,2932.5,361.0
214,Theft,Magugpo Poblacion,Tagum City,35.0,37.0,2.0,32.0,55.0,0.0,1012.0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,51.073,8171.430176000003,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0
215,Physical Injuries,Canocotan,Tagum City,33.0,33.0,4.0,29.0,67.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.073,8171.430176000003,1017.0,781.0,909.0,2083.0,27.5,303.0,18.0,227.5,1953.5,28.0,309.0,27.0,1328.5,106.5,152.0,3.0,3431.5,3616.0,2296.5,570.0,184.5,566.5,324.0,1847.5,33.0,160.1,184.0,141.5,145.2,137.6,3.0,0.674,5.609,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1703.5,1630.5,4467.5,597.0,824.5,811.5,2220.0,321.5,879.0,819.0,2248.0,277.0
216,Carnapping (R.A. 6539),Mankilam,Tagum City,32.0,29.0,1.0,0.0,80.0,0.0,1011.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,51.073,8171.430176000003,4870.0,3741.5,4353.5,9976.5,132.0,1450.5,85.5,1089.0,9353.5,133.0,1477.5,128.5,6363.5,509.5,727.5,14.0,16432.5,17317.0,10998.0,2731.0,884.5,2711.5,1553.0,8848.5,160.0,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,8156.5,7809.0,21396.5,2859.0,3948.0,3886.5,10629.0,1536.0,4209.0,3923.0,10766.5,1322.5
217,Theft,La Filipina,Tagum City,32.0,33.0,7.0,35.0,67.0,0.0,1009.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51.073,8171.430176000003,1924.0,1478.0,1720.0,3941.0,52.0,573.0,34.0,430.0,3694.5,52.5,583.5,51.0,2514.0,201.5,287.0,5.0,6491.0,6840.0,4344.0,1079.0,349.5,1071.0,613.0,3495.0,63.0,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3221.5,3084.5,8450.5,1129.0,1559.5,1534.5,4197.5,606.5,1662.0,1549.5,4252.5,522.5
218,Murder/Homicide,Pagsabangan,Tagum City,30.0,27.0,1.0,0.0,87.0,0.0,1010.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.83,8256.280273,656.0,504.0,586.5,1344.5,18.0,195.5,11.5,147.0,1260.0,18.0,199.0,17.0,857.5,68.5,98.0,2.0,2214.0,2333.5,1481.5,368.0,119.5,365.0,209.5,1192.5,21.5,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1099.5,1052.0,2883.5,385.5,532.0,524.0,1431.5,207.5,567.0,528.5,1451.0,178.0
219,Theft,Magugpo Poblacion,Tagum City,35.0,38.0,7.0,35.0,53.0,0.9,1008.0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,50.83,8256.280273,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0
220,Carnapping (R.A. 6539),Magugpo East,Tagum City,30.0,28.0,1.0,12.0,86.0,0.7,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.83,8256.280273,1803.5,1385.5,1612.0,3694.5,49.0,537.5,31.5,403.5,3463.0,49.0,547.5,47.5,2356.0,189.0,269.5,5.0,6084.5,6412.0,4072.0,1011.0,327.5,1004.0,575.0,3276.5,59.0,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3020.5,2892.0,7923.5,1058.5,1462.0,1439.0,3936.5,568.5,1558.0,1452.0,3986.5,490.0
221,Drug Related Incident (RA 9165),San Vicente,Panabo City,30.0,30.0,5.0,29.0,75.0,0.0,1010.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.83,8256.280273,1327.5,1159.5,1827.0,4098.0,43.5,533.0,12.0,256.0,3453.0,49.0,546.0,47.5,2349.0,188.0,268.5,5.0,5885.0,6201.5,3938.0,978.0,316.5,971.0,573.0,3266.5,57.5,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3208.0,2911.5,7681.0,1048.0,1566.5,1440.5,3754.5,551.0,1641.5,1471.0,3927.5,496.5
222,Drug Related Incident (RA 9165),San Vicente,Panabo City,30.0,30.0,5.0,29.0,75.0,0.0,1010.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.83,8256.280273,1327.5,1159.5,1827.0,4098.0,43.5,533.0,12.0,256.0,3453.0,49.0,546.0,47.5,2349.0,188.0,268.5,5.0,5885.0,6201.5,3938.0,978.0,316.5,971.0,573.0,3266.5,57.5,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3208.0,2911.5,7681.0,1048.0,1566.5,1440.5,3754.5,551.0,1641.5,1471.0,3927.5,496.5
223,Rape (Art. 266-A RC & R.A.8353),Magdum,Tagum City,34.0,35.0,2.0,41.0,63.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.036,8312.929688,1277.0,981.0,1141.5,2615.5,34.5,380.5,22.5,285.5,2452.5,35.0,387.5,34.0,1668.5,133.5,191.0,4.0,4309.0,4540.0,2883.5,716.0,232.0,711.0,407.5,2320.0,42.0,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2139.0,2047.5,5609.5,750.5,1035.0,1018.5,2787.5,403.0,1103.5,1028.5,2822.0,347.0
224,Physical Injuries,Magugpo South,Tagum City,37.0,43.0,3.0,26.0,47.0,0.0,1010.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.036,8312.929688,1354.0,1040.5,1210.5,2773.5,36.5,403.5,24.0,303.0,2600.5,37.0,410.5,36.0,1769.0,142.0,202.5,4.0,4568.5,4814.5,3057.5,759.5,245.5,753.5,431.5,2460.0,44.5,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2267.5,2171.0,5948.5,794.5,1097.5,1080.5,2955.0,427.0,1170.5,1091.0,2993.0,367.5
225,Carnapping (R.A. 6539),La Filipina,Tagum City,31.0,27.0,1.0,0.0,87.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51.178000000000004,8344.049805,1924.0,1478.0,1720.0,3941.0,52.0,573.0,34.0,430.0,3694.5,52.5,583.5,51.0,2514.0,201.5,287.0,5.0,6491.0,6840.0,4344.0,1079.0,349.5,1071.0,613.0,3495.0,63.0,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,3221.5,3084.5,8450.5,1129.0,1559.5,1534.5,4197.5,606.5,1662.0,1549.5,4252.5,522.5
226,Carnapping (R.A. 6539),Magugpo West,Tagum City,31.0,27.0,1.0,0.0,87.0,0.0,1010.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.178000000000004,8344.049805,1746.0,1341.5,1560.5,3575.5,47.5,520.0,30.5,390.5,3352.5,47.5,529.5,46.0,2280.5,183.0,260.5,5.0,5890.0,6206.5,3942.0,979.0,316.5,971.5,556.5,3171.5,57.5,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2923.5,2798.5,7668.0,1025.0,1415.0,1393.0,3810.5,550.0,1508.0,1406.5,3860.0,473.5
227,Theft,Magugpo West,Tagum City,36.0,40.0,6.0,0.0,42.0,0.0,1010.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,51.178000000000004,8344.049805,1746.0,1341.5,1560.5,3575.5,47.5,520.0,30.5,390.5,3352.5,47.5,529.5,46.0,2280.5,183.0,260.5,5.0,5890.0,6206.5,3942.0,979.0,316.5,971.5,556.5,3171.5,57.5,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2923.5,2798.5,7668.0,1025.0,1415.0,1393.0,3810.5,550.0,1508.0,1406.5,3860.0,473.5
228,Physical Injuries,Mankilam,Tagum City,33.0,29.0,2.0,0.0,79.0,0.0,1011.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51.178000000000004,8344.049805,4870.0,3741.5,4353.5,9976.5,132.0,1450.5,85.5,1089.0,9353.5,133.0,1477.5,128.5,6363.5,509.5,727.5,14.0,16432.5,17317.0,10998.0,2731.0,884.5,2711.5,1553.0,8848.5,160.0,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,8156.5,7809.0,21396.5,2859.0,3948.0,3886.5,10629.0,1536.0,4209.0,3923.0,10766.5,1322.5
229,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,34.0,38.0,12.0,0.0,51.0,0.0,1009.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.178000000000004,8344.049805,398.0,348.0,548.0,1228.5,13.0,160.0,4.0,76.5,1035.5,15.0,163.5,14.0,704.5,56.5,80.5,2.0,1764.5,1859.5,1180.5,293.5,95.0,291.0,172.0,979.5,17.5,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,962.0,873.0,2302.5,314.5,469.5,432.0,1125.5,165.5,492.0,441.0,1177.0,149.5
230,Physical Injuries,Madaum,Tagum City,31.0,28.0,1.0,11.0,82.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.018,8310.879883,1340.5,1029.5,1198.0,2745.5,36.5,399.5,23.5,300.0,2573.5,36.5,406.5,35.5,1751.0,140.0,200.0,4.0,4521.5,4764.5,3026.0,751.5,243.5,746.5,427.5,2434.5,44.0,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2244.0,2148.5,5888.0,786.5,1086.0,1069.5,2925.0,423.0,1158.0,1079.5,2962.5,363.5
231,Theft,Gredu (Pob.),Panabo City,35.0,37.0,3.0,29.0,58.0,0.0,1010.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.018,8310.879883,1520.0,1328.0,2091.5,4692.0,49.5,610.5,14.0,293.0,3953.5,56.0,624.5,54.5,2689.5,215.5,307.5,6.0,6737.5,7100.0,4509.0,1120.0,362.5,1111.5,656.5,3740.0,66.0,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3672.5,3333.5,8795.0,1200.0,1793.0,1649.0,4298.0,631.5,1880.0,1684.5,4496.0,569.0
232,Robbery,Miranda (Pob.),Samal City,31.0,31.0,3.0,0.0,75.0,0.0,1008.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,51.018,8310.879883,385.0,412.5,1486.0,1914.0,49.5,261.5,6.0,80.5,1850.0,26.0,292.5,25.5,1259.0,101.0,144.0,3.0,2913.5,3070.0,1950.0,484.0,157.0,481.0,307.5,1628.0,28.0,160.9,185.7,140.7,144.8,137.9,2.8,0.7040000000000001,5.73,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1614.0,1450.5,3636.5,698.0,784.5,687.5,1749.0,360.0,830.0,762.5,1887.0,337.0
